txn_id,amount,category,email,day
1290,75.88,A,user1290@example.com,2025-09-21
1291,39.37,A,user1291@example.com,2025-09-21
1292,66.47,A,user1292@example.com,2025-09-21
1293,67.8,A,user1293@example.com,2025-09-21
1294,44.37,A,user1294@example.com,2025-09-21
1295,30.83,B,user1295@example.com,2025-09-21
1296,41.21,B,,2025-09-21
1297,71.67,B,user1297@example.com,2025-09-21
1298,44.53,A,user1298@example.com,2025-09-21
1299,81.37,B,,2025-09-21
1300,35.74,A,user1300@example.com,2025-09-21
1301,39.31,A,,2025-09-21
1302,328.82,A,user1302@example.com,2025-09-21
1303,25.73,A,user1303@example.com,2025-09-21
1304,58.88,C,user1304@example.com,2025-09-21
1305,50.7,A,,2025-09-21
1306,23.4,A,,2025-09-21
1307,185.4,A,user1307@example.com,2025-09-21
1308,40.13,B,user1308@example.com,2025-09-21
1309,64.76,A,user1309@example.com,2025-09-21
1310,36.96,A,user1310@example.com,2025-09-21
1311,46.54,B,user1311@example.com,2025-09-21
1312,61.35,A,user1312@example.com,2025-09-21
1313,18.98,A,user1313@example.com,2025-09-21
1314,75.08,A,user1314@example.com,2025-09-21
1315,30.77,A,user1315@example.com,2025-09-21
1316,53.99,A,user1316@example.com,2025-09-21
1317,43.13,A,user1317@example.com,2025-09-21
1318,47.58,C,user1318@example.com,2025-09-21
1319,68.63,B,,2025-09-21
1320,33.81,B,user1320@example.com,2025-09-21
1321,39.32,A,user1321@example.com,2025-09-21
1322,51.86,A,user1322@example.com,2025-09-21
1323,41.41,A,user1323@example.com,2025-09-21
1324,63.98,A,user1324@example.com,2025-09-21
1325,44.07,A,,2025-09-21
1326,39.16,A,user1326@example.com,2025-09-21
1327,53.16,B,user1327@example.com,2025-09-21
1328,51.4,A,user1328@example.com,2025-09-21
1329,34.47,B,user1329@example.com,2025-09-21
1330,63.28,B,user1330@example.com,2025-09-21
1331,141.54,C,user1331@example.com,2025-09-21
1332,58.77,B,user1332@example.com,2025-09-21
1333,39.95,A,,2025-09-21
1334,53.09,A,user1334@example.com,2025-09-21
1335,35.47,A,user1335@example.com,2025-09-21
1336,52.96,A,user1336@example.com,2025-09-21
1337,41.93,A,user1337@example.com,2025-09-21
1338,45.2,B,user1338@example.com,2025-09-21
1339,48.92,A,user1339@example.com,2025-09-21
1340,40.78,A,user1340@example.com,2025-09-21
1341,42.48,A,user1341@example.com,2025-09-21
1342,27.25,B,user1342@example.com,2025-09-21
1343,33.27,A,user1343@example.com,2025-09-21
1344,54.5,B,user1344@example.com,2025-09-21
1345,63.05,A,user1345@example.com,2025-09-21
1346,37.43,A,user1346@example.com,2025-09-21
1347,32.63,A,user1347@example.com,2025-09-21
1348,50.2,A,user1348@example.com,2025-09-21
1349,56.85,A,user1349@example.com,2025-09-21
1350,59.96,B,,2025-09-21
1351,54.85,B,user1351@example.com,2025-09-21
1352,62.96,A,user1352@example.com,2025-09-21
1353,26.83,A,,2025-09-21
1354,88.29,A,,2025-09-21
1355,72.12,A,,2025-09-21
1356,45.09,A,user1356@example.com,2025-09-21
1357,76.52,A,user1357@example.com,2025-09-21
1358,35.66,A,user1358@example.com,2025-09-21
1359,50.95,A,user1359@example.com,2025-09-21
1360,92.04,B,user1360@example.com,2025-09-21
1361,77.55,A,,2025-09-21
1362,49.07,B,user1362@example.com,2025-09-21
1363,381.35,B,user1363@example.com,2025-09-21
1364,39.11,A,user1364@example.com,2025-09-21
1365,42.5,A,user1365@example.com,2025-09-21
1366,48.18,B,user1366@example.com,2025-09-21
1367,45.14,B,,2025-09-21
1368,27.91,C,user1368@example.com,2025-09-21
1369,41.68,B,user1369@example.com,2025-09-21
1370,36.81,A,user1370@example.com,2025-09-21
1371,35.56,B,user1371@example.com,2025-09-21
1372,103.06,A,user1372@example.com,2025-09-21
1373,59.14,A,user1373@example.com,2025-09-21
1374,32.01,B,user1374@example.com,2025-09-21
1375,38.75,C,user1375@example.com,2025-09-21
1376,58.25,B,user1376@example.com,2025-09-21
1377,53.98,A,user1377@example.com,2025-09-21
1378,80.54,A,user1378@example.com,2025-09-21
1379,75.86,B,user1379@example.com,2025-09-21
1380,52.82,A,,2025-09-21
1381,58.43,B,user1381@example.com,2025-09-21
1382,50.99,A,user1382@example.com,2025-09-21
1383,260.04,A,user1383@example.com,2025-09-21
1384,54.61,A,user1384@example.com,2025-09-21
1385,22.54,A,user1385@example.com,2025-09-21
1386,42.47,B,user1386@example.com,2025-09-21
1387,72.48,A,user1387@example.com,2025-09-21
1388,51.3,A,user1388@example.com,2025-09-21
1389,51.48,A,user1389@example.com,2025-09-21
1390,47.82,A,user1390@example.com,2025-09-21
1391,57.87,A,user1391@example.com,2025-09-21
1392,63.56,A,user1392@example.com,2025-09-21
1393,103.04,B,user1393@example.com,2025-09-21
1394,99.28,A,,2025-09-21
1395,54.9,A,user1395@example.com,2025-09-21
1396,85.55,B,user1396@example.com,2025-09-21
1397,65.55,A,user1397@example.com,2025-09-21
1398,44.87,B,user1398@example.com,2025-09-21
1399,49.86,A,user1399@example.com,2025-09-21
1400,42.47,C,user1400@example.com,2025-09-21
1401,23.89,A,user1401@example.com,2025-09-21
1402,47.01,A,user1402@example.com,2025-09-21
1403,40.76,B,user1403@example.com,2025-09-21
1404,33.29,A,user1404@example.com,2025-09-21
1405,31.08,B,,2025-09-21
1406,69.97,B,user1406@example.com,2025-09-21
1407,139.53,B,user1407@example.com,2025-09-21
1408,36.01,A,user1408@example.com,2025-09-21
1409,36.22,B,user1409@example.com,2025-09-21
1410,24.8,A,user1410@example.com,2025-09-21
1411,31.67,A,user1411@example.com,2025-09-21
1412,59.12,A,user1412@example.com,2025-09-21
1413,142.35,A,user1413@example.com,2025-09-21
1414,32.1,C,user1414@example.com,2025-09-21
1415,184.13,B,user1415@example.com,2025-09-21
1416,65.48,A,user1416@example.com,2025-09-21
1417,61.3,B,user1417@example.com,2025-09-21
1418,69.87,B,user1418@example.com,2025-09-21
1419,58.98,A,,2025-09-21
1420,66.45,A,user1420@example.com,2025-09-21
1421,53.63,A,user1421@example.com,2025-09-21
1422,29.2,B,,2025-09-21
1423,210.14,A,,2025-09-21
1424,79.4,A,user1424@example.com,2025-09-21
1425,64.64,A,user1425@example.com,2025-09-21
1426,89.31,A,user1426@example.com,2025-09-21
1427,28.8,A,user1427@example.com,2025-09-21
1428,30.07,A,user1428@example.com,2025-09-21
1429,72.11,B,user1429@example.com,2025-09-21
1430,41.15,A,user1430@example.com,2025-09-21
1431,41.65,A,user1431@example.com,2025-09-21
1432,71.43,C,user1432@example.com,2025-09-21
1433,103.19,A,user1433@example.com,2025-09-21
1434,56.04,A,user1434@example.com,2025-09-21
1435,39.0,C,user1435@example.com,2025-09-21
1436,24.94,B,user1436@example.com,2025-09-21
1437,27.98,B,user1437@example.com,2025-09-21
1438,62.63,C,user1438@example.com,2025-09-21
1439,37.06,A,user1439@example.com,2025-09-21
1440,46.46,A,user1440@example.com,2025-09-21
1441,56.43,A,user1441@example.com,2025-09-21
1442,63.56,A,user1442@example.com,2025-09-21
1443,31.04,A,,2025-09-21
1444,45.55,B,user1444@example.com,2025-09-21
1445,108.68,B,user1445@example.com,2025-09-21
1446,62.13,C,user1446@example.com,2025-09-21
1447,38.13,B,user1447@example.com,2025-09-21
1448,100.45,B,user1448@example.com,2025-09-21
1449,42.74,B,user1449@example.com,2025-09-21
1450,44.55,A,user1450@example.com,2025-09-21
1451,41.09,A,user1451@example.com,2025-09-21
1452,60.19,B,user1452@example.com,2025-09-21
1453,45.78,A,user1453@example.com,2025-09-21
1454,101.0,B,user1454@example.com,2025-09-21
1455,45.92,B,user1455@example.com,2025-09-21
1456,64.99,C,user1456@example.com,2025-09-21
1457,67.29,B,user1457@example.com,2025-09-21
1458,69.24,B,user1458@example.com,2025-09-21
1459,53.4,B,user1459@example.com,2025-09-21
1460,53.8,A,user1460@example.com,2025-09-21
1461,62.47,A,user1461@example.com,2025-09-21
1462,43.12,A,user1462@example.com,2025-09-21
1463,29.17,B,user1463@example.com,2025-09-21
1464,44.24,A,user1464@example.com,2025-09-21
1465,51.1,B,user1465@example.com,2025-09-21
1466,47.93,A,user1466@example.com,2025-09-21
1467,49.04,C,user1467@example.com,2025-09-21
1468,47.22,A,user1468@example.com,2025-09-21
1469,29.51,A,,2025-09-21
1470,32.16,A,user1470@example.com,2025-09-21
1471,68.76,B,user1471@example.com,2025-09-21
1472,43.74,B,user1472@example.com,2025-09-21
1473,36.61,A,user1473@example.com,2025-09-21
1474,38.71,A,user1474@example.com,2025-09-21
1475,69.39,A,user1475@example.com,2025-09-21
1476,46.9,B,user1476@example.com,2025-09-21
1477,49.51,A,user1477@example.com,2025-09-21
1478,52.04,B,user1478@example.com,2025-09-21
1479,79.56,B,user1479@example.com,2025-09-21
1480,40.69,A,user1480@example.com,2025-09-21
1481,103.31,A,user1481@example.com,2025-09-21
1482,53.45,A,user1482@example.com,2025-09-21
1483,59.35,A,user1483@example.com,2025-09-21
1484,33.95,B,,2025-09-21
1485,35.9,A,,2025-09-21
1486,36.2,A,user1486@example.com,2025-09-21
1487,49.4,B,user1487@example.com,2025-09-21
1488,65.04,B,user1488@example.com,2025-09-21
1489,55.42,C,user1489@example.com,2025-09-21
1490,45.35,B,,2025-09-21
1491,198.06,C,user1491@example.com,2025-09-21
1492,49.4,A,user1492@example.com,2025-09-21
1493,77.26,C,user1493@example.com,2025-09-21
1494,44.39,B,user1494@example.com,2025-09-21
1495,198.4,A,user1495@example.com,2025-09-21
1496,33.12,B,user1496@example.com,2025-09-21
1497,48.03,A,user1497@example.com,2025-09-21
1498,96.98,A,user1498@example.com,2025-09-21
1499,37.02,A,user1499@example.com,2025-09-21
1500,63.45,A,user1500@example.com,2025-09-21
